"node_id","inn","name","note","type","type_description","address","latitude","longitude","is_contracted","is_built","plan_2022","node_distance","cost"
"УС03","1325031067","ГБУ РМ ""ФОНД ИМУЩЕСТВА""","","ПВ ОГВ","Прочее","г. Саранск Ул. БОЛЬШЕВИСТСКАЯ 81А","54.190662","45.184091","нет","да","да","0","0"
"УС03","1325031067","ГБУ РМ ""ФОНД ИМУЩЕСТВА""","","ПВ ОГВ","Прочее","г. Саранск Ул. МОСКОВСКАЯ 14","54.177427","45.18648","нет","да","да","0","0"
"УС03","1325031645","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №1""","","ПВ ОГВ","ЛПУ","г. Саранск Ул. Л.ТОЛСТОГО 57","54.190198","45.186058","нет","нет","","300","75000"
"УС03","1325031645","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №1” (поликлиническое отделение №2)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ПРОЛЕТАРСКАЯ 87","54.194265","45.178674","нет","да","","0","0"
"УС03","1325033434","СОЮЗ ""ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА РЕСПУБЛИКИ МОРДОВИЯ""","","Прочее","","г. Саранск Ул. МОСКОВСКАЯ 14","54.177427","45.18648","да","да","да","0","0"
"УС03","1325126174","АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА САРАНСК","","ОМСУ","","г. Саранск Ул. СОВЕТСКАЯ 30","54.180599","45.185420","да","да","да","0","0"
"УС03","1325127361","КУ Г.О. САРАНСК ""ДИРЕКЦИЯ КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА""","","ПВ ОМСУ","Прочее","г. Саранск Ул. ТЕРЕШКОВОЙ 5","54.192690","45.178863","да","да","да","0","0"
"УС03","1326022770","ГБУК ""ГОСУДАРСТВЕННЫЙ ТЕАТР КУКОЛ РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. ВОЛОДАРСКОГО 90 А","54.191921","45.18975","нет","нет","","100","25000"
"УС03","1326024626","ГБПОУ РМ ""САРАНСКИЙ ТЕХНИКУМ ЭНЕРГЕТИКИ И ЭЛЕКТРОННОЙ ТЕХНИКИ ИМ. А.И. ПОЛЕЖАЕВА""","","ПВ ОГВ","Прочее","г. Саранск Пр. ЛЕНИНА 10","54.185399","45.186894","нет","нет","","100","25000"
"УС03","1326024954","ГАУЗ РМ ""МИАЦ""","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ГОЖУВСКАЯ 27А","54.194671","45.242733","да","нет","","390","97500"
"УС03","1326038210","ГБУЗ РМ ""РЕСПУБЛИКАНСКИЙ ГЕРИАТРИЧЕСКИЙ ЦЕНТР""","","ПВ ОГВ","ЛПУ","г. Саранск Пр. ЛЕНИНА 31","54.191932","45.188753","нет","нет","","270","67500"
"УС03","1326045792","ГАУЗ РМ “РВФД"" (отделение 2)","","ПВ ОГВ","ЛПУ","г. Саранск Пр. ЖУКОВСКОГО 10","54.19151","45.185609","да","нет","","200","50000"
"УС03","1326045792","ГАУЗ РМ “РВФД"" (отделение 3)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ПРОЛЕТАРСКАЯ 92А","54.188718","45.176806","да","да","","0","0"
"УС03","1326045802","ГБУЗ РМ ""ДЕТСКАЯ ПОЛИКЛИНИКА №2” (отделение 1)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ПОПОВА 73","54.173158","45.127282","нет","нет","","200","50000"
"УС03","1326048176","МОУ ""ЛИЦЕЙ № 4""","","ПВ ОМСУ","Школы","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 57","54.187217","45.176069","да","да","","0","0"
"УС03","1326048497","МБУК ""МЕМОРИАЛЬНЫЙ МУЗЕЙ В И ТП 1941-1945 ГГ.""","","ПВ ОМСУ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 34А","54.180483","45.184037","нет","да","да","0","0"
"УС03","1326048507","ГКУ РМ ""ЦЗН САРАНСКИЙ""","","ПВ ОГВ","Прочее","г. Саранск Ул. ХАЛТУРИНА 74","54.187996","45.174775","да","да","да","0","0"
"УС03","1326049170","ГБПОУ РМ ""САРАНСКИЙ ГОСУДАРСТВЕННЫЙ ПРОМЫШЛЕННО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ""","","ПВ ОГВ","Прочее","г. Саранск Пр. ЛЕНИНА 24","54.190177","45.187469","нет","нет","да","200","50000"
"УС03","1326136400","МДОУ ""ДЕТСКИЙ САД №43""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ПОЛЕЖАЕВА 54А","54.188602","45.174784","нет","нет","","120","30000"
"УС03","1326136908","ГБПОУ РМ ""САРАНСКИЙ ПОЛИТЕХНИЧЕСКИЙ ТЕХНИКУМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. ВОЛОДАРСКОГО 20","54.182322","45.189292","нет","нет","да","300","75000"
"УС03","1326136947","ГБУЗ РМ ""ДЕТСКАЯ ПОЛИКЛИНИКА №1” (отделение 2)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. БОТЕВГРАДСКАЯ 86","54.190472","45.171820","нет","нет","","400","100000"
"УС03","1326137066","ГБУЗ РМ ""ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА” (отделение 1)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. БОТЕВГРАДСКАЯ 77","54.188808","45.173176","нет","нет","","200","50000"
"УС03","1326137436","МОУ ""СРЕДНЯЯ ШКОЛА №16""","","ПВ ОМСУ","Школы","г. Саранск Ул. БОТЕВГРАДСКАЯ 102","54.191315","45.171326","нет","нет","","120","30000"
"УС03","1326137891","ГКОУ РМ ""САРАНСКАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА-ИНТЕРНАТ ДЛЯ ДЕТЕЙ С НАРУШЕНИЯМИ СЛУХА""","","ПВ ОГВ","Прочее","г. Саранск Пр. 50 ЛЕТ ОКТЯБРЯ 32","54.173332","45.139373","нет","нет","","740","185000"
"УС03","1326140037","МУДО ""СДЮСШ № 4""","","ПВ ОМСУ","Школы","г. Саранск Пр. ЛЕНИНА 1 А","54.181479","45.188376","нет","нет","","100","25000"
"УС03","1326140735","ГКУ РМ ДО ""РДМШИ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 70","54.186558","45.163502","нет","нет","","270","67500"
"УС03","1326143574","МБУК ""ЦГБС ДЛЯ ВЗРОСЛЫХ""","","ПВ ОМСУ","Прочее","г. Саранск Ул. ЭНГЕЛЬСА 9А","54.174428","45.129779","нет","нет","","1800","450000"
"УС03","1326165144","ГБУЗ РМ ""ДЕТСКАЯ ПОЛИКЛИНИКА №4” (отделение 1)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. Волгоградская 92","54.186237","45.226914","нет","нет","","300","75000"
"УС03","1326165144","ГБУЗ РМ ""ДЕТСКАЯ ПОЛИКЛИНИКА №4” (отделение 2)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ГОЖУВСКАЯ 27А","54.194671","45.242733","нет","нет","","390","97500"
"УС03","1326176724","ГОСУДАРСТВЕННАЯ БЮДЖЕТНАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ РМ ""РЕСПУБЛИКАНСКИЙ ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ""","","ПВ ОГВ","Прочее","г. Саранск Ул. НАБЕРЕЖНАЯ 1-Я 27","54.179729","45.128386","нет","нет","","1600","400000"
"УС03","1326179676","МУ ""РЕМОНТНО-СТРОИТЕЛЬНАЯ СЛУЖБА""","","ПВ ОМСУ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 57","54.187217","45.176069","нет","да","да","0","0"
"УС03","1326179725","МУ ""ИНФОРМАЦИОННО-МЕТОДИЧЕСКИЙ ЦЕНТР""","","ПВ ОМСУ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 57","54.187217","45.176069","нет","да","да","0","0"
"УС03","1326179845","КУ ""ГРАДОСТРОИТЕЛЬСТВО""","","ПВ ОМСУ","Прочее","г. Саранск Пр. ЛЕНИНА 4","54.182475","45.186993","нет","да","да","0","0"
"УС03","1326189794","СОВЕТ ДЕПУТАТОВ ГОРОДСКОГО ОКРУГА САРАНСК","","ПВ ОМСУ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 30","54.180599","45.18542","нет","да","да","0","0"
"УС03","1326192290","УФССП России по Республике Мордовия","","Прочее","","г. Саранск Ул. ТЕРЕШКОВОЙ 1","54.192537","45.181594","нет","да","да","0","0"
"УС03","1326195893","ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА САРАНСК","","ПВ ОМСУ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 30","54.180599","45.18542","нет","да","да","0","0"
"УС03","1326195942","ДЕПАРТАМЕНТ ПО СОЦИАЛЬНОЙ ПОЛИТИКЕ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА САРАНСК","","ПВ ОМСУ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 57","54.187217","45.176069","нет","да","да","0","0"
"УС03","1326196304","АДМИНИСТРАЦИЯ ЛЕНИНСКОГО РАЙОНА ГОРОДСКОГО ОКРУГА САРАНСК","","ОМСУ","","г. Саранск Ул. ПРОЛЕТАРСКАЯ 21","54.180999","45.177174","да","да","да","0","0"
"УС03","1326200776","ГКУ РМ ""НЦСЭМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 39А","54.187022","45.179986","нет","нет","","420","105000"
"УС03","1326208415","КУ ГОРОДСКОГО ОКРУГА САРАНСК ""ТУ ГОРОДСКОГО ОКРУГА САРАНСК""","","ПВ ОМСУ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 34","54.179956","45.184091","нет","да","","0","0"
"УС03","1326209761","ГКУ ""СОЦЗАЩИТА НАСЕЛЕНИЯ ПО Г.О. САРАНСК""","","ПВ ОГВ","Прочее","г. Саранск Ул. СУЩИНСКОГО 9А","54.200038","45.238439","нет","нет","","200","50000"
"УС03","1326210397","КУ Г.О. САРАНСК ""ЦЕНТР СОЦИАЛЬНЫХ ВЫПЛАТ И ИНФОРМИРОВАНИЯ НАСЕЛЕНИЯ""","","ПВ ОМСУ","Прочее","г. Саранск Ул. ПРОЛЕТАРСКАЯ 92А","54.188718","45.176806","нет","да","да","0","0"
"УС03","1326210615","КУ ""ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ПРИЕМНАЯ""","","ПВ ОМСУ","Прочее","г. Саранск Пр. ЛЕНИНА 4","54.182475","45.186993","да","да","","0","0"
"УС03","1326217434","МКУ ""ЦЕНТР ФИНАНСОВО-ЭКОНОМИЧЕСКОГО ОБЕСПЕЧЕНИЯ УЧРЕЖДЕНИЙ СОЦИАЛЬНОЙ СФЕРЫ""","","ПВ ОМСУ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 57","54.187217","45.176069","нет","да","да","0","0"
"УС03","1326220483","ГБУЗ РМ ""ДЕТСКАЯ РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА” (травматологический пункт)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ПОЛЕЖАЕВА 113","54.190214","45.17535","нет","нет","","300","75000"
"УС03","1326222120","КОНТРОЛЬНО-СЧЕТНАЯ ПАЛАТА ГОРОДСКОГО ОКРУГА САРАНСК","","ПВ ОМСУ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 30","54.180599","45.18542","нет","да","да","0","0"
"УС03","1326223607","ДЕПАРТАМЕНТ ПЕРСПЕКТИВНОГО РАЗВИТИЯ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА САРАНСК","","ПВ ОМСУ","Прочее","г. Саранск Пр. ЛЕНИНА 4","54.182475","45.186993","нет","да","да","0","0"
"УС03","1326223660","ДЕПАРТАМЕНТ ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА САРАНСК","","ПВ ОМСУ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 34","54.179956","45.184091","нет","да","","0","0"
"УС03","1326226990","АУ ""АИР РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. ПСКОВСКАЯ 2А","54.185657","45.226447","нет","нет","да","200","50000"
"УС03","1326233588","ООО ""ГК ""Спас""","","Прочее","","г. Саранск Ул. МОСКОВСКАЯ 14","54.177427","45.18648","да","да","да","0","0"
"УС03","1326233740","ГКУ РМ ""СЛУЖБА ЗАКАЗЧИКА” (112-ЕДДС Саранск)","VLAN ГУП","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 34","54.179956","45.184091","да","да","","0","0"
"УС03","1326233740","ГКУ РМ ""СЛУЖБА ЗАКАЗЧИКА” (112-Пожарно-спасательная служба Саранск)","ШПД Абонент","ПВ ОГВ","Прочее","г. Саранск Ул. КОСАРЕВА 40","54.190141","45.237199","да","нет","","?","?"
"УС03","1326234888","ООО ""ЦЕНТР ЭКСПЕРТИЗ И ПРАВОВЫХ УСЛУГ”","","Прочее","","г. Саранск Ул. МОСКОВСКАЯ 14","54.177427","45.18648","нет","да","да","0","0"
"УС03","1326248344","МКУ ""ЕДДС Г.О. САРАНСК""","","ПВ ОМСУ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 34","54.179956","45.184091","нет","да","","0","0"
"УС03","1326249838","ООО ""Стандарт Безопасности""","","Прочее","","г. Саранск Ул. МОСКОВСКАЯ 14","54.177427","45.18648","да","да","да","0","0"
"УС03","1326251749","ГАУЗ РМ ""МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА” (отделение 4)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ГОЖУВСКАЯ 28","54.196794","45.229788","нет","нет","","200","50000"
"УС03","1326251749","ГАУЗ РМ ""МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА” (отделение 1)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ПРОЛЕТАРСКАЯ 94","54.189277","45.176886","нет","да","","0","0"
"УС03","1326251749","ГАУЗ РМ ""МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА” (ортопедическое отделение)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ПРОЛЕТАРСКАЯ 94А","54.188302","45.176303","нет","да","","0","0"
"УС03","1326251749","ГАУЗ РМ ""МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА” (отделение 2)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. СЕРАДЗСКАЯ 22","54.173216","45.137118","нет","нет","","850","212500"
"УС03","1326960625","МКК Фонд Поддержки Предпринимательства РМ","","Прочее","","г. Саранск Ул. МОСКОВСКАЯ 14","54.177427","45.18648","да","да","да","0","0"
"УС03","1327001318","АДМИНИСТРАЦИЯ ПРОЛЕТАРСКОГО РАЙОНА ГОРОДСКОГО ОКРУГА САРАНСК","","ОМСУ","","г. Саранск Ул. КОВАЛЕНКО 20А","54.213187","45.118757","да","да","да","0","0"
"УС03","1327049503","МДОУ ""ДЕТСКИЙ САД №125""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ВОИНОВА 40","54.217752","45.111058","нет","нет","","190","47500"
"УС03","1327149106","МАДОУ ""ДЕТСКИЙ САД № 36""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ВОИНОВА 4","54.213614","45.123760","нет","нет","","450","112500"
"УС03","1327149240","ГКУСО РМ ""РЕСПУБЛИКАНСКИЙ СОЦИАЛЬНЫЙ ПРИЮТ ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ ""НАДЕЖДА""","","ПВ ОГВ","Прочее","г. Саранск Ул. СУЩИНСКОГО 10","54.200781","45.244063","нет","нет","","400","100000"
"УС03","1328008789","МАДОУ ""ДЕТСКИЙ САД № 80""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. Т.БИБИНОЙ 22","54.196046","45.251015","нет","нет","","1100","275000"
"УС03","1328011252","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД №13""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ВОЛГОГРАДСКАЯ 87","54.183876","45.217418","нет","нет","","560","140000"
"УС03","1328011870","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 7""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 71а","54.190994","45.220563","нет","нет","","725","181250"
"УС03","1328014253","МОУ Г.О. САРАНСК ""ЦЕНТР ОБРАЗОВАНИЯ ""ТАВЛА"" - СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №17""","","ПВ ОМСУ","Школы","г. Саранск ЮБИЛЕЙНЫЙ Пр. РОССИЙСКОЙ АРМИИ 7","54.180651","45.216888","нет","нет","","400","100000"
"УС03","1328014599","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 17""","","ПВ ОМСУ","Дет. сады","г. Саранск ЮБИЛЕЙНЫЙ Пр. РОССИЙСКОЙ АРМИИ 14а","54.178449","45.215622","нет","нет","","1000","250000"
"УС03","1328016109","АО ""Тепличное"" ","","ПВ ОГВ","Прочее","г. Саранск П Озерный","54.234038","45.287846","нет","нет","","5000","1250000"
"УС03","1328016187","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 3""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. РОССИЙСКОЙ АРМИИ 8","54.179619","45.213062","нет","нет","","100","25000"
"УС03","1328017448","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 8""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. Т.БИБИНОЙ 3","54.193712","45.252866","нет","нет","","170","42500"
"УС03","1328019847","ООО ""Саранский Ветсанутильзавод"" ","","ПВ ОГВ","Прочее","г. Саранск Ш. АЛЕКСАНДРОВСКОЕ 51","54.240920","45.235600","нет","нет","","4500","1125000"
"УС03","1328048037","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","","ПВ ОГВ","ЛПУ","г. Саранск Ул. КОСАРЕВА 118","54.201824","45.258193","нет","нет","","390","97500"
"УС03","1328048598","МОУ ""СРЕДНЯЯ ШКОЛА № 30""","","ПВ ОМСУ","Школы","г. Саранск Ул. СУЩИНСКОГО 5","54.199064","45.239715","нет","нет","","100","25000"
"УС03","1328048608","МДОУ ""ДЕТСКИЙ САД №88""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ЛИХАЧЕВА 30","54.196715","45.236687","нет","нет","","150","37500"
"УС03","1328048615","МАДОУ ""ДЕТСКИЙ САД №82""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. КОСАРЕВА 27","54.198774","45.241323","нет","нет","","430","107500"
"УС03","1328048615","МАДОУ ""ДЕТСКИЙ САД №82""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. СУЩИНСКОГО 13","54.199912","45.236741","нет","нет","","720","180000"
"УС03","1328048647","МДОУ ""ДЕТСКИЙ САД №97""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ГОЖУВСКАЯ 26","54.196446","45.231765","нет","нет","","120","30000"
"УС03","1328048654","МДОУ ""ДЕТСКИЙ САД № 99""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ЛИХАЧЕВА 36","54.19811","45.234639","нет","нет","","130","32500"
"УС03","1328049249","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА-ДЕТСКИЙ САД №90""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ЯРОСЛАВСКАЯ 13","54.188855","45.229285","нет","нет","","270","67500"
"УС03","1328159026","МОУ ""СРЕДНЯЯ ШКОЛА № 11""","","ПВ ОМСУ","Школы","г. Саранск Б-Р ЭРЬЗИ 28а","54.197468","45.251249","нет","нет","","180","45000"
"УС03","1328159202","МДОУ ""ДЕТСКИЙ САД №120""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. СУЩИНСКОГО 2","54.200786","45.246335","нет","нет","","240","60000"
"УС03","1328159202","МДОУ ""ДЕТСКИЙ САД №85""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 120","54.193633","45.234451","нет","нет","","210","52500"
"УС03","1328159442","МОУ ""СРЕДНЯЯ ШКОЛА № 13""","","ПВ ОМСУ","Школы","г. Саранск Ул. ЛЕНИНГРАДСКАЯ 34","54.178280","45.239912","нет","нет","","1900","475000"
"УС03","1328159636","МДОУ ""ДЕТСКИЙ САД № 5""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. СЕВАСТОПОЛЬСКАЯ 86А","54.197700","45.226986","нет","нет","","470","117500"
"УС03","1328159643","МОУ ""СРЕДНЯЯ ШКОЛА № 2 ИМ. ГЕРОЯ СОВЕТСКОГО СОЮЗА П.И. ОРЛОВА""","","ПВ ОМСУ","Школы","г. Саранск Ул. ВОЛГОГРАДСКАЯ 88","54.185936","45.223419","нет","нет","","610","152500"
"УС03","1328159690","МОУ ""СРЕДНЯЯ ШКОЛА № 36""","","ПВ ОМСУ","Школы","г. Саранск Ул. СЕВАСТОПОЛЬСКАЯ 74","54.196283","45.227507","нет","нет","","160","40000"
"УС03","1328159763","МОУ ""СРЕДНЯЯ ШКОЛА №32""","","ПВ ОМСУ","Школы","г. Саранск Ул. ЛИХАЧЕВА 40","54.199933","45.233067","нет","нет","","210","52500"
"УС03","1328159820","МДОУ ""ДЕТСКИЙ САД №16""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. КАЧАЛОВА 1","54.179714","45.242472","нет","нет","","380","95000"
"УС03","1328159932","МОУ ""ЛИЦЕЙ № 7""","","ПВ ОМСУ","Школы","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 102","54.19432","45.231858","нет","нет","","350","87500"
"УС03","1328160085","МОУ ""СРЕДНЯЯ ШКОЛА №28""","","ПВ ОМСУ","Школы","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 160","54.192933","45.241143","нет","нет","","180","45000"
"УС03","1328160092","МОУ ""СРЕДНЯЯ ШКОЛА № 40""","","ПВ ОМСУ","Школы","г. Саранск Ул. СЕВАСТОПОЛЬСКАЯ 46","54.190625","45.225818","нет","нет","","370","92500"
"УС03","1328160102","МДОУ ""ДЕТСКИЙ САД №127""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 105","54.190757","45.234424","нет","нет","","170","42500"
"УС03","1328160293","ГБУЗ РМ ""РОДИЛЬНЫЙ ДОМ""","","ПВ ОГВ","ЛПУ","г. Саранск Ул. КОСАРЕВА 122","54.203767","45.256837","нет","нет","","120","30000"
"УС03","1328160381","МОУ ""ОЗЕРНАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""","","ПВ ОМСУ","Школы","г. Саранск ОЗЕРНЫЙ Ул. ТЕПЛИЧНАЯ 16","54.232375","45.290946","нет","нет","","4900","1225000"
"УС03","1328160663","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 46""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 82","54.194618","45.227453","нет","нет","","150","37500"
"УС03","1328160670","МДОУ ""ДЕТСКИЙ САД №66""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ЛИХАЧЕВА 13а","54.19601112881780","45.2472393240811","нет","нет","","370","92500"
"УС03","1328160688","МДОУ ""ДЕТСКИЙ САД №93""","","ПВ ОМСУ","Дет. сады","г. Саранск ЛУХОВКА Ул. ОКТЯБРЬСКАЯ 17А","54.147009","45.252390","нет","нет","","2000","500000"
"УС03","1328160695","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №5""","","ПВ ОГВ","ЛПУ","г. Саранск Ул. КОСАРЕВА 116А","54.205689","45.261139","нет","нет","","490","97500"
"УС03","1328160695","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №5” (поликлиническое отделение №2)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ЯРОСЛАВСКАЯ 2А","54.190393","45.228288","нет","нет","","700","175000"
"УС03","1328160945","МДОУ ""ДЕТСКИЙ САД №117""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. МИЧУРИНА 39","54.126236","45.126958","нет","нет","","5600","1400000"
"УС03","1328169641","МБУДО ""ДХШ № 3""","","ПВ ОМСУ","Школы","г. Саранск Ул. СУЩИНСКОГО 24А","54.20126","45.239203","нет","нет","","200","50000"
"УС03","1328169698","МБУДО ""ДМШ № 6""","","ПВ ОМСУ","Школы","г. Саранск Ул. ГОЖУВСКАЯ 25","54.194265","45.241448","нет","нет","","100","25000"
"УС03","1328170005","ИФНС России по Октябрьскому району Г. Саранска","","Прочее","","г. Саранск Ул. ГОЖУВСКАЯ 36А","54.198284","45.230237","нет","нет","да","200","50000"
"УС03","1328902523","МП ГОРОДСКОГО ОКРУГА САРАНСК ""ЖИЛИЩНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ ОКТЯБРЬСКОГО РАЙОНА Г. САРАНСКА""","","ПВ ОМСУ","Прочее","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 161","54.191115","45.242922","нет","нет","","530","132500"
"УС03","1328904859","АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО РАЙОНА ГОРОДСКОГО ОКРУГА САРАНСК","","ОМСУ","","г. Саранск Ул. ГОЖУВСКАЯ 40","54.197083","45.228962","да","да","да","0","0"
"УС03","1328904961","МБУК ""ДОМ КУЛЬТУРЫ ""ЗАРЕЧЬЕ""","","ПВ ОМСУ","Прочее","г. Саранск Б-р ЭРЬЗИ 19","54.198226","45.248554","нет","нет","","270","67500"
"УС03","1328909991","ГБУ РМ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ПО БАСКЕТБОЛУ И ВОЛЕЙБОЛУ""","","ПВ ОГВ","Спорт","г. Саранск Пр. 70 ЛЕТ ОКТЯБРЯ 102А","54.195398","45.229519","да","нет","","230","57500"
"УС04","1326135950","УФСБ России по Республике Мордовия","","Прочее","","г. Саранск Ул. БОТЕВГРАДСКАЯ 80А","54.187211","45.170742","нет","нет","","0","0"
"УС04","1326194466","МИНЮСТ РМ (отдел ЗАГС)","","ОГВ","","г. Саранск Ул. ФЕДОСЕЕНКО 2А","54.193291","45.187271","да","да","да","0","0"
"УС04","1326233740","ГКУ РМ ""СЛУЖБА ЗАКАЗЧИКА” (112-УФСБ по РМ Саранск)","VLAN МВД","ПВ ОГВ","Прочее","г. Саранск Ул. БОТЕВГРАДСКАЯ 80А","54.187211","45.170742","да","нет","","0","0"
